Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
308	SUVQ	in fact --UNCLEARWORD I kinda like it yeah go for it I got far too many lady crushes unless I	'm sitting	in the corner wanking and crying wants to invite me over do you want me to tell you a joke	in_II fact_NN1 --UNCLEARWORD_FU I_PPIS1 kinda_RR like_VV0 it_PPH1 yeah_UH go_VV0 for_IF it_PPH1 I_PPIS1 got_VVD far_RR too_RG many_DA2 lady_NN1 crushes_NN2 unless_CS I_PPIS1	'm_VBM sitting_VVG	in_II the_AT corner_NN1 wanking_VVG and_CC crying_VVG wants_VVZ to_TO invite_VVI me_PPIO1 over_RP do_VD0 you_PPY want_VVI me_PPIO1 to_TO tell_VVI you_PPY a_AT1 joke_NN1	An evening with new and old friends	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0192 S0198 S0235 S0236	4	2014-09-11	8:00:50	In mine and ANON's flat, Sussex	2014 Q3	2014	Friends, wider family circle	New flat, job interviews, drinks, rucksacks, Chichester, alcohol, travel times, accents, master's thesis, cheese, neighbours, smoking, vaping, South Korea, university, family, degree results, menopause, blemishes, recording, proofreading, seasonal produce, supermarkets, utilities, student housing, extended friends & family, home towns, birthdates, corpus linguistics, linguistics, didgeridoo, food, strange meats, religion, happy birthdays, music genres, filthy flatmates, snow & ice festival, quitting smoking, PGCEs, students, corporal punishment, working in public schools, age, the Middle East, media, North Korea, TV celebrities, access courses, student tax, student loans company, recruitment consultancy, benefits, study, Alzheimer's, premonitions, death, near death experiences, dog attacks, hospitals, terrible hangovers, alcoholism, old friends, tattoos, ice bucket challenge, photos, Facebook photos, swearing, opinions of friends, tension around friends, house parties, things from the shop, musical instruments, violins, mortgages, Spanish, Americanisms, American food, TV shows, Rick Mayall, Peep Show quotes, horror, accident anecdotes, porn, YouTube videos, dishwashers, gardens, temperature, movies, cinema, Leonardo DiCaprio, being robbed, the USA, intense journeys, relationships, marriage, TESOL, pensions, healthcare, taxes, racism, colonialism, comparisons with the UK and other countries, accommodation, TEFL jobs, inheritance, insurance, cancer, life expectancy, shopping, fat & sugar, healthy eating, whisky, northern accents, languages, cockney rhyming slang, pets, pronunciation, Ph.D students, time, libraries, queuing, job seeker's allowance, dialect variation, accent & dialect, form completing, being offended, professors, best job titles, losing belongings, ANON's friends, South Park, literal versions, university ranking, names, bags.  	T01	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=307	9578018	9578019
309	SUVQ	yeah it just grows over the summer cos it 's like and this is perfect because we feel like we	're sitting	outside but if it rains mm you do n't get wet you 've got the window yeah yeah it 's	yeah_UH it_PPH1 just_RR grows_VVZ over_II the_AT summer_NNT1 cos_CS it_PPH1 's_VBZ like_RR and_CC this_DD1 is_VBZ perfect_JJ because_CS we_PPIS2 feel_VV0 like_RR we_PPIS2	're_VBR sitting_VVG	outside_RL but_CCB if_CS it_PPH1 rains_VVZ mm_UH you_PPY do_VD0 n't_XX get_VVI wet_JJ you_PPY 've_VH0 got_VVN the_AT window_NN1 yeah_UH yeah_UH it_PPH1 's_VBZ	An evening with new and old friends	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0192 S0198 S0235 S0236	4	2014-09-11	8:00:50	In mine and ANON's flat, Sussex	2014 Q3	2014	Friends, wider family circle	New flat, job interviews, drinks, rucksacks, Chichester, alcohol, travel times, accents, master's thesis, cheese, neighbours, smoking, vaping, South Korea, university, family, degree results, menopause, blemishes, recording, proofreading, seasonal produce, supermarkets, utilities, student housing, extended friends & family, home towns, birthdates, corpus linguistics, linguistics, didgeridoo, food, strange meats, religion, happy birthdays, music genres, filthy flatmates, snow & ice festival, quitting smoking, PGCEs, students, corporal punishment, working in public schools, age, the Middle East, media, North Korea, TV celebrities, access courses, student tax, student loans company, recruitment consultancy, benefits, study, Alzheimer's, premonitions, death, near death experiences, dog attacks, hospitals, terrible hangovers, alcoholism, old friends, tattoos, ice bucket challenge, photos, Facebook photos, swearing, opinions of friends, tension around friends, house parties, things from the shop, musical instruments, violins, mortgages, Spanish, Americanisms, American food, TV shows, Rick Mayall, Peep Show quotes, horror, accident anecdotes, porn, YouTube videos, dishwashers, gardens, temperature, movies, cinema, Leonardo DiCaprio, being robbed, the USA, intense journeys, relationships, marriage, TESOL, pensions, healthcare, taxes, racism, colonialism, comparisons with the UK and other countries, accommodation, TEFL jobs, inheritance, insurance, cancer, life expectancy, shopping, fat & sugar, healthy eating, whisky, northern accents, languages, cockney rhyming slang, pets, pronunciation, Ph.D students, time, libraries, queuing, job seeker's allowance, dialect variation, accent & dialect, form completing, being offended, professors, best job titles, losing belongings, ANON's friends, South Park, literal versions, university ranking, names, bags.  	T01	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=308	9586284	9586285
310	SUVS	no no I did n't see any o- other person other than the police officers and me good when I	was standing	for Boots erm I do n't know if it was in er in --ANONplace that 's right they 've got	no_UH no_UH I_PPIS1 did_VDD n't_XX see_VVI any_DD o-_FU other_JJ person_NN1 other_II21 than_II22 the_AT police_NN2 officers_NN2 and_CC me_PPIO1 good_JJ when_CS I_PPIS1	was_VBDZ standing_VVG	for_IF Boots_NP1 erm_UH I_PPIS1 do_VD0 n't_XX know_VVI if_CSW it_PPH1 was_VBDZ in_II er_UH in_II --ANONplace_NP1 that_DD1 's_VBZ right_JJ they_PPHS2 've_VH0 got_VVN	Discussing events of the day over evening meal. 	Discussing, explaining, inquiring, complaining, advising, making arrangements	Revised	Texts not in Sample release	S0525 S0614 S0617 S0641	4	2016-03-01	1:15:00	ANON’s home, Lichfield	2016 Q1	2016	Close family, partners, very close friends	Work, giving a statement to the police, EE phone bill, plans for the week.	T19	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=309	9634228	9634229
311	SUWR	from --ANONplace yeah but he 's also tall he 's big he 's also big yeah it 's like he	was sitting	down no he was fine but we we had a few beers but I got called into work n- erm	from_II --ANONplace_NP1 yeah_UH but_CCB he_PPHS1 's_VBZ also_RR tall_JJ he_PPHS1 's_VBZ big_JJ he_PPHS1 's_VBZ also_RR big_JJ yeah_UH it_PPH1 's_VBZ like_RR he_PPHS1	was_VBDZ sitting_VVG	down_RP no_UH he_PPHS1 was_VBDZ fine_JJ but_CCB we_PPIS2 we_PPIS2 had_VHD a_AT1 few_DA2 beers_NN2 but_CCB I_PPIS1 got_VVD called_VVN into_II work_NN1 n-_FU erm_UH	Four friends talking after dinner at home late in the evening 	Discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts within Sample release	S0326 S0328 S0330 S0331	4	2015-01-30	0:51:44	Speakers' home	2015 Q1	2015	Friends, wider family circle	Words With Friends, work, cooking, Vlad the Impaler, blogs, gossip, names, adverts	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=310	9661355	9661356
312	SV49	an awesome job like there are people doing far harder jobs being far more exhausted I do n't want to	be sitting	here talking about oh it 's so terrible working for two hours a night yeah that 's true yeah yeah	an_AT1 awesome_JJ job_NN1 like_RR there_EX are_VBR people_NN doing_VDG far_RG harder_JJR jobs_NN2 being_VBG far_RG more_RGR exhausted_JJ I_PPIS1 do_VD0 n't_XX want_VVI to_TO	be_VBI sitting_VVG	here_RL talking_VVG about_II oh_UH it_PPH1 's_VBZ so_RG terrible_JJ working_VVG for_IF two_MC hours_NNT2 a_AT1 night_NNT1 yeah_UH that_DD1 's_VBZ true_JJ yeah_UH yeah_UH	General conversation with work friends	Discussing, explaining, inquiring, complaining, anecdote telling, telling jokes	Original	Texts within Sample release	S0054 S0069 S0119 S0173	4	2012-03-12	1:01:42	A meeting room in an office, Cambridge	2012 Q1	2012	Friends, wider family circle	Stand-up comedy, sport, holidays, university, food and cooking, work, the Internet, family, punctuation, advertising	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=311	9738149	9738150
313	SV49	way because they 're kind of just all over the place and he like snuck up a tree and he	was sat	there trying to snipe people horribly failed and as soon as he shot someone everyone knew where he was yeah	way_NN1 because_CS they_PPHS2 're_VBR kind_RR21 of_RR22 just_RR all_RR over_II the_AT place_NN1 and_CC he_PPHS1 like_RR snuck_VVD up_RP a_AT1 tree_NN1 and_CC he_PPHS1	was_VBDZ sat_VVN	there_RL trying_VVG to_TO snipe_VVI people_NN horribly_RR failed_VVN and_CC as_CS31 soon_CS32 as_CS33 he_PPHS1 shot_VVD someone_PN1 everyone_PN1 knew_VVD where_RRQ he_PPHS1 was_VBDZ yeah_UH	General conversation with work friends	Discussing, explaining, inquiring, complaining, anecdote telling, telling jokes	Original	Texts within Sample release	S0054 S0069 S0119 S0173	4	2012-03-12	1:01:42	A meeting room in an office, Cambridge	2012 Q1	2012	Friends, wider family circle	Stand-up comedy, sport, holidays, university, food and cooking, work, the Internet, family, punctuation, advertising	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=312	9743876	9743877
314	SV5A	and kind of hard and he told me to sit up in my chair loads t- when actually I have	been sitting	up in my chair who did ? er mr --ANONnameN --ANONnameN ? --ANONnameN yeah which one is he again ?	and_CC kind_NN1 of_IO hard_JJ and_CC he_PPHS1 told_VVD me_PPIO1 to_TO sit_VVI up_RP in_II my_APPGE chair_NN1 loads_NN2 t-_FU when_CS actually_RR I_PPIS1 have_VH0	been_VBN sitting_VVG	up_RP in_II my_APPGE chair_NN1 who_PNQS did_VDD ?_YQUE er_UH mr_NNU --ANONnameN_NP1 --ANONnameN_NP1 ?_YQUE --ANONnameN_NP1 yeah_UH which_DDQ one_PN1 is_VBZ he_PPHS1 again_RT ?_YQUE	Evening conversation with son and mother about friendships.	discussing, explaing, inquiring, complaining, advising, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0415 S0416 S0417 S0418	4	2015-10-16	1:24:31	 Ballincollig, Cork, Ireland,  home.	2015 Q4	2015	Close family, partners, very close friends	Horror movies, getting snacks for sleepover, bees, wasps and flowers, school, Salt (chemistry), the book ‘To Kill a Mocking Bird’, computer games, gymnastics, rugby and being popular, friendships, going to a disco, girlfriends, popular crowd in school, boy friendships.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=313	9767177	9767178
315	SV97	jumpsuit in the old style was mm hm I was flying somewhere and must have been across the Atlantic and	was sitting	in a three this was in in erm premier economy I think mm mm and there was a mother and	jumpsuit_NN1 in_II the_AT old_JJ style_NN1 was_VBDZ mm_UH hm_UH I_PPIS1 was_VBDZ flying_VVG somewhere_RL and_CC must_VM have_VHI been_VBN across_II the_AT Atlantic_NP1 and_CC	was_VBDZ sitting_VVG	in_II a_AT1 three_MC this_DD1 was_VBDZ in_II in_II erm_UH premier_JJ economy_NN1 I_PPIS1 think_VV0 mm_UH mm_UH and_CC there_EX was_VBDZ a_AT1 mother_NN1 and_CC	Close family catching up with news over a meal.	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0486 S0489 S0523	3	2016-03-07	0:45:51	Brazz at Taunton Castle.	2016 Q1	2016	Close family, partners, very close friends	Next holidays, having help in the house, travelling, Singapore, food and drink.	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=314	9797434	9797435
316	SVBJ	waving your hands and mm and are you shif- shuffling around and and whenever I've- the worst is when you	're standing	doing an interview mm being interviewed standing and suddenly yeah what do you do with your hands ? Cos usually	waving_VVG your_APPGE hands_NN2 and_CC mm_UH and_CC are_VBR you_PPY shif-_FU shuffling_VVG around_RP and_CC and_CC whenever_RRQV I've-_FU the_AT worst_JJT is_VBZ when_RRQ you_PPY	're_VBR standing_VVG	doing_VDG an_AT1 interview_NN1 mm_UH being_VBG interviewed_VVN standing_NN1 and_CC suddenly_RR yeah_UH what_DDQ do_VD0 you_PPY do_VDI with_IW your_APPGE hands_NN2 ?_YQUE Cos_CS usually_RR	Friends catching up over a coffee at the gym.	Discussing, explaining, inquiring, anecdote telling	Original	Texts within Sample release	S0018 S0093	2	2012-04-04	1:19:49	A gym café, Birmingham 	2012 Q2	2012	Friends, wider family circle	Film, celebrities TV & radio, music, conspiracy theories, marriage, work, education	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=315	9851844	9851845
317	SVCS	n't it because um because like if if you uh you know if you 're if you 're if you	're sitting	outside someone 's house every single day but I mean it is very gray with area with that sort of	n't_XX it_PPH1 because_CS um_UH because_CS like_RR if_CS if_CS you_PPY uh_UH you_PPY know_VV0 if_CS you_PPY 're_VBR if_CS you_PPY 're_VBR if_CS you_PPY	're_VBR sitting_VVG	outside_II someone_PN1 's_GE house_NN1 every_AT1 single_JJ day_NNT1 but_CCB I_PPIS1 mean_VV0 it_PPH1 is_VBZ very_RG gray_JJ with_IW area_NN1 with_IW that_DD1 sort_NN1 of_IO	Talking while watching TV	Discussing, explaining	Original	Texts within Sample release	S0037 S0115	2	2012-03-01	0:29:06	ANON and ANON’s home, Cambridge	2012 Q1	2012	Close family, partners, very close friends	Music, Twitter, taxation	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=316	9879853	9879854
318	SVD4	say what ? Dubrovnik tell you what I 'm ready for a sit down now well a good job you	're sat	down you 've been sat there for an hour I know but like a a sit down I 've got	say_VV0 what_DDQ ?_YQUE Dubrovnik_NP1 tell_VV0 you_PPY what_DDQ I_PPIS1 'm_VBM ready_JJ for_IF a_AT1 sit_VV0 down_RP now_RT well_RR a_AT1 good_JJ job_NN1 you_PPY	're_VBR sat_VVN	down_RP you_PPY 've_VH0 been_VBN sat_VVN there_RL for_IF an_AT1 hour_NNT1 I_PPIS1 know_VV0 but_CCB like_II a_AT1 a_AT1 sit_VV0 down_RP I_PPIS1 've_VH0 got_VVN	Family discussion over a meal at a restaurant	Discussing, explaining, inquiring, requsting	Revised	Texts not in Sample release	S0687 S0688 S0689 S0690	4	2016-06-23	1:01:09	Restaurant, Istria, Croatia	2016 Q2	2016	Close family, partners, very close friends	Family, Food, University, Tattoos, School, Buses, Dogs, Supermarkets, Work, Mopeds, Exercise, Houses, Hospital experiences, Facebook 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=317	9901869	9901870
319	SVH7	a tiring day yeah looking forward to crashing out tonight I think what are you talking about ? You 've	been sitting	there doing fuck all sorry you must be looking forward to crashing out tonight I think yes yeah --ANONplace You	a_AT1 tiring_JJ day_NNT1 yeah_UH looking_VVG forward_RL to_II crashing_VVG out_RP tonight_RT I_PPIS1 think_VV0 what_DDQ are_VBR you_PPY talking_VVG about_II ?_YQUE You_PPY 've_VH0	been_VBN sitting_VVG	there_RL doing_NN1 fuck_NN1 all_DB sorry_JJ you_PPY must_VM be_VBI looking_VVG forward_RL to_II crashing_VVG out_RP tonight_RT I_PPIS1 think_VV0 yes_UH yeah_UH --ANONplace_NP1 You_PPY		Discussing, explaining, inquiring, anecdote telling	Original	Texts within Sample release	S0058 S0179	2	2012-02-24	1:32:24	ANON's car	2012 Q1	2012	Close family, partners, very close friends	Dancing lessons, holidays, Old English, university work, TV shows, ageism, celebrities, friends, charities, the route for the journey, football, medicine, cars, LoveFilm, metric and imperial, song lyrics.	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=318	9992071	9992072
320	SVNZ	a certain point when people have been drinking and they 're laughing so much more easily than normal and you	're sitting	there going mm that was n't so funny yeah yeah there 's nothing worse than being really sober in front	a_AT1 certain_JJ point_NN1 when_CS people_NN have_VH0 been_VBN drinking_VVG and_CC they_PPHS2 're_VBR laughing_VVG so_RG much_DA1 more_DAR easily_RR than_CSN normal_JJ and_CC you_PPY	're_VBR sitting_VVG	there_RL going_VVG mm_UH that_DD1 was_VBDZ n't_XX so_RG funny_JJ yeah_UH yeah_UH there_EX 's_VBZ nothing_PN1 worse_JJR than_CSN being_VBG really_RR sober_JJ in_II31 front_II32	Husband and wife sitting on the sofa talking about various real and hypothetical situations	Discussing, explaining, inquiring, complaining, anecdote telling	Original	Texts within Sample release	S0022 S0023	2	2012-03-07	0:23:16	Speakers’ home, Hungerford	2012 Q1	2012	Close family, partners, very close friends	Daily Routine; vices – cigarettes and alcohol; common sense vs. intelligence; different cultures/feminism	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=319	10081235	10081236
321	SVP4	was it was the first game virtually the first game of last season you were running back cos --ANONnameM --ANONnameM	was stood	beside me --ANONnameM had joined the the team oh really ? yeah I mean it 's all gon na be	was_VBDZ it_PPH1 was_VBDZ the_AT first_MD game_NN1 virtually_RR the_AT first_MD game_NN1 of_IO last_MD season_NNT1 you_PPY were_VBDR running_VVG back_RP cos_CS --ANONnameM_NP1 --ANONnameM_NP1	was_VBDZ stood_VVN	beside_II me_PPIO1 --ANONnameM_NP1 had_VHD joined_VVN the_AT the_AT team_NN1 oh_UH really_RR ?_YQUE yeah_UH I_PPIS1 mean_VV0 it_PPH1 's_VBZ all_DB gon_VVGK na_TO be_VBI	Family chatting about teenage boys lives.	Discussing, explaining, anecdote telling, 	Revised	Texts not in Sample release	S0517 S0570 S0571 S0572	4	2016-05-06	0:53:00	Family home, Fradley, Lichfield	2016 Q2	2016	Close family, partners, very close friends	Gap year, tennis, football.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=320	10091720	10091721
322	SVUC	an old boy but sort of quite tall yeah and lanky and at the first sign of sun he 'd	be sitting	there on the bench with this the most shortest pair of shorts so almost revealing everything he 'd got nothing	an_AT1 old_JJ boy_NN1 but_CCB sort_RR21 of_RR22 quite_RG tall_JJ yeah_UH and_CC lanky_JJ and_CC at_II the_AT first_MD sign_NN1 of_IO sun_NN1 he_PPHS1 'd_VM	be_VBI sitting_VVG	there_RL on_II the_AT bench_NN1 with_IW this_DD1 the_AT most_RGT shortest_JJT pair_NN of_IO shorts_NN2 so_RG almost_RR revealing_JJ everything_PN1 he_PPHS1 'd_VHD got_VVN nothing_PN1	Friends talking over lunch	Discussing, Explaining, inquiring	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-05-01	1:09:37	Mattishall	2015 Q2	2015	Close family, partners, very close friends	Jehovah's witnesses, family, marriage, food, voting, taxes, village characters, clutter, eating and drinking out, parking at the coast, dentists, birds	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=321	10159398	10159399
323	SVUC	much that was but then it 's all served on paper paper plates plastic knife oh yeah your coffee we	were sitting	inside was n't as though we were going outside yeah and a coffee in a paper thing cup oh they	much_DA1 that_DD1 was_VBDZ but_CCB then_RT it_PPH1 's_VBZ all_DB served_VVN on_II paper_NN1 paper_NN1 plates_NN2 plastic_NN1 knife_NN1 oh_UH yeah_UH your_APPGE coffee_NN1 we_PPIS2	were_VBDR sitting_VVG	inside_RL was_VBDZ n't_XX as_CS21 though_CS22 we_PPIS2 were_VBDR going_VVG outside_RL yeah_UH and_CC a_AT1 coffee_NN1 in_II a_AT1 paper_NN1 thing_NN1 cup_NN1 oh_UH they_PPHS2	Friends talking over lunch	Discussing, Explaining, inquiring	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-05-01	1:09:37	Mattishall	2015 Q2	2015	Close family, partners, very close friends	Jehovah's witnesses, family, marriage, food, voting, taxes, village characters, clutter, eating and drinking out, parking at the coast, dentists, birds	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=322	10162288	10162289
324	SVUC	of tea yeah you know you ca n't sort of you know yeah you just ca n't feel it it	's sitting	to one side and stuff mm yeah they tell you not to eat or drink for a couple of hours	of_IO tea_NN1 yeah_UH you_PPY know_VV0 you_PPY ca_VM n't_XX sort_RR21 of_RR22 you_PPY know_VV0 yeah_UH you_PPY just_RR ca_VM n't_XX feel_VVI it_PPH1 it_PPH1	's_VBZ sitting_VVG	to_II one_MC1 side_NN1 and_CC stuff_NN1 mm_UH yeah_UH they_PPHS2 tell_VV0 you_PPY not_XX to_TO eat_VVI or_CC drink_NN1 for_IF a_AT1 couple_NN1 of_IO hours_NNT2	Friends talking over lunch	Discussing, Explaining, inquiring	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-05-01	1:09:37	Mattishall	2015 Q2	2015	Close family, partners, very close friends	Jehovah's witnesses, family, marriage, food, voting, taxes, village characters, clutter, eating and drinking out, parking at the coast, dentists, birds	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=323	10164563	10164564
325	SVX4	the crossword you see and I have the Ipad there and then I get a very weak message if I	'm sitting	--UNCLEARWORD settee near the front door and er then it will take me halfway through getting an anagram --UNCLEARWORD and	the_AT crossword_NN1 you_PPY see_VV0 and_CC I_PPIS1 have_VH0 the_AT Ipad_NN1 there_RL and_CC then_RT I_PPIS1 get_VV0 a_AT1 very_RG weak_JJ message_NN1 if_CS I_PPIS1	'm_VBM sitting_VVG	--UNCLEARWORD_FU settee_NN1 near_II the_AT front_JJ door_NN1 and_CC er_UH then_RT it_PPH1 will_VM take_VVI me_PPIO1 halfway_RR through_II getting_VVG an_AT1 anagram_NN1 --UNCLEARWORD_FU and_CC	no info	Discussing	Revised	Texts not in Sample release	S0012 S0013 S0294 S0295	4	2014-10-29	1:04:30	Speakers' home	2014 Q4	2014	Friends, wider family circle	tea	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=324	10195870	10195871
326	SVZH	then ? eh ? do you look at the park ? yeah yeah ah I looked out literally if I	'm sitting	in my armchair I have n't been to your flat yet watching my telly yeah you can see the park	then_RT ?_YQUE eh_UH ?_YQUE do_VD0 you_PPY look_VVI at_II the_AT park_NN1 ?_YQUE yeah_UH yeah_UH ah_UH I_PPIS1 looked_VVD out_RP literally_RR if_CS I_PPIS1	'm_VBM sitting_VVG	in_II my_APPGE armchair_NN1 I_PPIS1 have_VH0 n't_XX been_VBN to_II your_APPGE flat_NN1 yet_RR watching_VVG my_APPGE telly_NN1 yeah_UH you_PPY can_VM see_VVI the_AT park_NN1	Family sharing problems, opinions and memories	Discussing, explaining, complaining, advising, requesting, anecdote telling	Revised	Texts not in Sample release	S0198 S0229 S0230 S0231	4	2014-08-19	0:44:12	ANON's parent's home, Kent	2014 Q3	2014	Close family, partners, very close friends	Strength of accents, sound of speech, marital problems, parental rights/responsibilities,  custody disputes, alcoholism, childhood memories,  living environment, obesity, health, riding bicycles, voice recognition/ mobile devices, distances, Minecraft, TV shows, mattresses.	T01	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=325	10246930	10246931
327	SVZH	's just thousands of them any show you can think of that 's a handy website to have if you	're sitting	there and the same the electric goes or you get a power cut mm it 's a good way to	's_VBZ just_RR thousands_NNO2 of_IO them_PPHO2 any_DD show_NN1 you_PPY can_VM think_VVI of_IO that_DD1 's_VBZ a_AT1 handy_JJ website_NN1 to_TO have_VHI if_CS you_PPY	're_VBR sitting_VVG	there_RL and_CC the_AT same_DA the_AT electric_JJ goes_NN2 or_CC you_PPY get_VV0 a_AT1 power_NN1 cut_NN1 mm_UH it_PPH1 's_VBZ a_AT1 good_JJ way_NN1 to_II	Family sharing problems, opinions and memories	Discussing, explaining, complaining, advising, requesting, anecdote telling	Revised	Texts not in Sample release	S0198 S0229 S0230 S0231	4	2014-08-19	0:44:12	ANON's parent's home, Kent	2014 Q3	2014	Close family, partners, very close friends	Strength of accents, sound of speech, marital problems, parental rights/responsibilities,  custody disputes, alcoholism, childhood memories,  living environment, obesity, health, riding bicycles, voice recognition/ mobile devices, distances, Minecraft, TV shows, mattresses.	T01	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=326	10250861	10250862
328	SW4Z	you do well it 's just the wrong attitude is n't it really ? do n't get served when we	're sat	in this corner yeah erm yes I 'm sure it 's st- I I 'm sure it 's because of	you_PPY do_VD0 well_RR it_PPH1 's_VBZ just_RR the_AT wrong_JJ attitude_NN1 is_VBZ n't_XX it_PPH1 really_RR ?_YQUE do_VD0 n't_XX get_VVI served_VVN when_CS we_PPIS2	're_VBR sat_VVN	in_II this_DD1 corner_NN1 yeah_UH erm_UH yes_UH I_PPIS1 'm_VBM sure_JJ it_PPH1 's_VBZ st-_FU I_PPIS1 I_PPIS1 'm_VBM sure_JJ it_PPH1 's_VBZ because_II21 of_II22	Talking whilst having a meal out	Discussing, explaining, complaining	Revised	Texts not in Sample release	S0588 S0589	2	2016-02-26	0:37:29	Noodle Bar, Plumstead, London	2016 Q1	2016	Close family, partners, very close friends	Creating a petition to save local library from demolition, work shifts, local borough decisions, mnemonics, brain training  	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=327	10254684	10254685
329	SW55	cos like I said you could watch them and and you have this software like on your Ipad and you	're sitting	in the garden and you see a plane going over you can see what that plane is mm by erm	cos_CS like_CS I_PPIS1 said_VVD you_PPY could_VM watch_VVI them_PPHO2 and_CC and_CC you_PPY have_VH0 this_DD1 software_NN1 like_II on_II your_APPGE Ipad_NP1 and_CC you_PPY	're_VBR sitting_VVG	in_II the_AT garden_NN1 and_CC you_PPY see_VV0 a_AT1 plane_NN1 going_VVG over_II you_PPY can_VM see_VVI what_DDQ that_DD1 plane_NN1 is_VBZ mm_UH by_II erm_UH	Sorting out paperwork with Dad	Discussing, explaining, inquiring, advising	Revised	Texts within Sample release	S0192 S0227	2	2014-08-20	0:18:44	In ANON's spare bedroom at Dad's house	2014 Q3	2014	Close family, partners, very close friends	Computers, Kelly Brook, documents, banking, corpus linguistics, flights, scanning, cooking	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=328	10260516	10260517
330	SW6A	which erm must have been after this meal and there 's the camera goes on to me and this I	'm sitting	next to this girl should I say this girl 's sitting next to me who was called --ANONnameF and erm	which_DDQ erm_UH must_VM have_VHI been_VBN after_II this_DD1 meal_NN1 and_CC there_EX 's_VBZ the_AT camera_NN1 goes_VVZ on_II21 to_II22 me_PPIO1 and_CC this_DD1 I_PPIS1	'm_VBM sitting_VVG	next_II21 to_II22 this_DD1 girl_NN1 should_VM I_PPIS1 say_VVI this_DD1 girl_NN1 's_VBZ sitting_VVG next_II21 to_II22 me_PPIO1 who_PNQS was_VBDZ called_VVN --ANONnameF_NP1 and_CC erm_UH	Returning home for my father's 55th birthday	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0190 S0192 S0227	3	2014-09-26	1:53:02	In father's car between Bedford and Northamptonshire	2014 Q3	2014	Close family, partners, very close friends	Greetings, the children's home, recordings, ex-husbands, friends, my brother, university, heating, truth and lies, cheating, smoking, master's degrees, modules, plagiarism, plants, curry, birthday cards, cats, train journeys, ANON's family, dentures, swimming, snacks, weather, cooking, satellite navigation, Brighton, linguistics course, mature students, cycling, Christmas, laptops, pidgins & creoles, teaching, Christmas day arrangements, my brother's girlfriend, assessment, work, travel, childhoods, international universities, Ann's children, moving house, money, mortgages & rent, homeless people, South Korea   	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=329	10275229	10275230
